reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
96,150,175,0,0,0,l,2.2469419999979436,None,0,0,0,42,0.20044830002007075,,0.18975960000534542,0.20044830002007075,1.0170988000172656,1.0170988000172656,1.2002700000011828,3.2899655000073835,l,2.2469419999979436,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
22,44,9,1,1,0,t,0.8000711999775376,None,0,1,1,51,3.3172798000159673,,3.2975248000002466,3.3172798000159673,4.299877500016009,4.299877500016009,4.316472900012741,5.101006500015501,t,0.8000711999775376,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
84,120,145,2,2,0,l,1.020533400005661,None,0,2,2,36,5.13342910000938,,5.10915240002214,5.13342910000938,6.116888899996411,6.116888899996411,6.133718600001885,7.150392200011993,l,1.020533400005661,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
80,110,135,3,3,0,l,0.7511524000146892,None,0,3,3,34,7.166560500016203,,7.15725280001061,7.166560500016203,8.15032070002053,8.15032070002053,8.166876600007527,8.916806299996097,l,0.7511524000146892,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
14,28,5,4,4,0,t,0.606862499989802,None,0,4,4,47,8.933335200010333,,8.9205304000061,8.933335200010333,9.916816200013272,9.916816200013272,9.933725200011395,10.533235300012166,t,0.606862499989802,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
64,135,30,5,5,0,t,0.34397509999689646,None,0,5,5,72,10.550139900005888,,10.536922300001606,10.550139900005888,11.532975300011458,11.532975300011458,11.55019780001021,11.88381160001154,t,0.34397509999689646,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
78,170,37,6,6,0,l,0.8324884999892674,None,0,6,6,79,11.8996900000202,,11.888035300013144,11.8996900000202,12.900227200007066,12.900227200007066,12.900227200007066,13.733486700017238,l,0.8324884999892674,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
25,45,16,7,7,0,t,0.701117599994177,None,0,7,7,10,13.748930700006895,,13.740054599998984,13.748930700006895,14.748715699999593,14.748715699999593,14.748715699999593,15.466849999997066,t,0.701117599994177,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
74,98,120,8,8,0,t,0.7434074000047985,None,0,8,8,31,15.48298510001041,,15.47103590000188,15.48298510001041,16.482129200012423,16.482129200012423,16.482129200012423,17.233457800000906,t,0.7434074000047985,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
33,55,30,9,9,0,t,0.7454105999786407,None,0,9,9,13,17.248395600006916,,17.237586800009012,17.248395600006916,18.248870700015686,18.248870700015686,18.248870700015686,18.99935870000627,t,0.7454105999786407,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
30,60,13,10,10,0,t,0.6845537000044715,None,0,10,10,55,19.015553500008537,,19.00303730001906,19.015553500008537,20.014499900018563,20.014499900018563,20.031409799994435,20.71555079999962,t,0.6845537000044715,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
94,145,170,11,11,0,l,0.6177567999984603,None,0,11,11,41,20.732464400003664,,20.718946900015,20.732464400003664,21.715254100010497,21.715254100010497,21.73186150001129,22.349499900010414,l,0.6177567999984603,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
36,72,16,12,12,0,t,0.5122488999913912,None,0,12,12,58,22.365786700014723,,22.353239200019743,22.365786700014723,23.36559010000201,23.36559010000201,23.382114600011846,23.88308319999487,t,0.5122488999913912,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
96,215,46,13,13,0,l,0.6449035999830812,None,0,13,13,88,23.89868720000959,,23.88670600001933,23.89868720000959,24.897542999999132,24.897542999999132,24.914193800010253,25.54973900000914,l,0.6449035999830812,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
11,30,7,14,14,0,t,0.5869821000087541,None,0,14,14,0,25.56434559999616,,25.554871100001037,25.56434559999616,26.564881700003752,26.564881700003752,26.564881700003752,27.16499059999478,t,0.5869821000087541,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
88,130,155,15,15,0,l,0.6680386000080034,None,0,15,15,38,27.181550500012236,,27.168406400014646,27.181550500012236,28.1812039000215,28.1812039000215,28.1812039000215,28.864628400013316,l,0.6680386000080034,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
42,84,19,16,16,0,t,0.6771537000022363,None,0,16,16,61,28.88059450002038,,28.8700335000176,28.88059450002038,29.864776700007496,29.864776700007496,29.881494700006442,30.54864140000427,t,0.6771537000022363,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
88,195,42,17,17,0,l,0.8250007999886293,None,0,17,17,84,30.5648807999969,,30.552406400005566,30.5648807999969,31.54768950000289,31.54768950000289,31.5642671000096,32.381270200014114,l,0.8250007999886293,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
86,125,150,18,18,0,l,0.6840308000100777,None,0,18,18,37,32.3972885000112,,32.38759709999431,32.3972885000112,33.381181400007335,33.381181400007335,33.397736600018106,34.081268800015096,l,0.6840308000100777,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
32,64,14,19,19,0,t,0.511217499995837,None,0,19,19,56,34.09748260001652,,34.08662010001717,34.09748260001652,35.08103060000576,35.08103060000576,35.09758080000756,35.59784810000565,t,0.511217499995837,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
68,92,105,20,20,0,t,0.5889461999759078,None,0,20,20,28,35.61382670002058,,35.6044085000176,35.61382670002058,36.597345800022595,36.597345800022595,36.61445370002184,37.197756700014,t,0.5889461999759078,None,Participant_01,001,2025-10-30_10h28.22.235,Delay Discounting,,2025.1.1,60.3043560930234,2025-10-30 10h33.28.281618 +0530,
