reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
26,52,11,16,16,0,t,0.14535539998905733,None,0,16,16,53,19.20097670002724,,19.188522500015097,19.20097670002724,20.184389400004875,20.184389400004875,20.201058700011345,20.335405300022103,t,0.14535539998905733,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
39,68,45,17,17,0,t,0.15338070000871085,None,0,17,17,16,20.351295200001914,,20.33890660002362,20.351295200001914,21.334970100026112,21.334970100026112,21.351471600006334,21.501200500002597,t,0.15338070000871085,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
18,32,9,18,18,0,t,0.01790679999976419,None,0,18,18,8,21.517349500005366,,21.506491000007372,21.517349500005366,22.50203960001818,22.50203960001818,22.518635500018718,22.53535830002511,t,0.01790679999976419,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
68,92,105,19,19,0,l,0.08061729997280054,None,0,19,19,28,22.551441200019326,,22.539373900013743,22.551441200019326,23.5340903000033,23.5340903000033,23.55156100000022,23.618434000003617,l,0.08061729997280054,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
38,76,17,20,20,0,t,0.07172170002013445,None,0,20,20,59,23.63425410000491,,23.62164660001872,23.63425410000491,24.618177100026514,24.618177100026514,24.63437569999951,24.701135100011015,t,0.07172170002013445,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
30,60,13,21,21,0,l,0.07791029999498278,None,0,21,21,55,24.71718150001834,,24.70507130000624,24.71718150001834,25.701653800002532,25.701653800002532,25.717662300012307,25.78481430001557,l,0.07791029999498278,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
20,38,12,22,22,0,t,0.08950659999391064,None,0,22,22,9,25.80162380001275,,25.78950340001029,25.80162380001275,26.784389500011457,26.784389500011457,26.8008317000058,26.88564910000423,t,0.08950659999391064,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
110,250,53,23,23,0,l,0.04537290000007488,None,0,23,23,95,26.900908400013577,,26.89057670001057,26.900908400013577,27.90103170002112,27.90103170002112,27.90103170002112,27.95094490001793,l,0.04537290000007488,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
60,125,28,24,24,0,t,0.040381999977398664,None,0,24,24,70,27.9668049000029,,27.954726500000106,27.9668049000029,28.95151190002798,28.95151190002798,28.968003100017086,29.001453300006688,t,0.040381999977398664,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
74,160,35,25,25,0,l,0.016233599977567792,None,0,25,25,77,29.017608100024518,,29.005542600003537,29.017608100024518,30.00103010001476,30.00103010001476,30.017338300007395,30.01795590002439,l,0.016233599977567792,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
47,74,60,26,26,0,l,0.09583539998857304,None,0,26,26,19,30.03433870000299,,30.021411600027932,30.03433870000299,31.01736970001366,31.01736970001366,31.03378420000081,31.118045900017023,l,0.09583539998857304,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
76,100,125,27,27,0,t,0.07405850000213832,None,0,27,27,32,31.133668800001033,,31.122411100019235,31.133668800001033,32.13331370000378,32.13331370000378,32.13331370000378,32.21722410002258,t,0.07405850000213832,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
76,165,36,28,28,0,l,0.01903140000649728,None,0,28,28,78,32.23367690001032,,32.222036700026365,32.23367690001032,33.21691030001966,33.21691030001966,33.23384990001796,33.25046640000073,l,0.01903140000649728,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
66,90,100,29,29,0,t,0.014506099978461862,None,0,29,29,27,33.26623850001488,,33.254441700002644,33.26623850001488,34.24965240000165,34.24965240000165,34.26627550000558,34.26670230002492,t,0.014506099978461862,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
10,20,3,30,30,0,t,0.10377909999806434,None,0,30,30,45,34.28291520001949,,34.27078060002532,34.28291520001949,35.26661750001949,35.26661750001949,35.283288600010565,35.383770300017204,t,0.10377909999806434,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
92,140,165,31,31,0,t,0.07498720000148751,None,0,31,31,40,35.399883800011594,,35.38758220002637,35.399883800011594,36.38311000002432,36.38311000002432,36.39995920000365,36.46699190000072,t,0.07498720000148751,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
28,56,12,32,32,0,t,0.045917300012661144,None,0,32,32,54,36.48323180002626,,36.47146990001784,36.48323180002626,37.48247780001839,37.48247780001839,37.48247780001839,37.53318810000201,t,0.045917300012661144,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
94,210,45,33,33,0,l,0.16567049999139272,None,0,33,33,87,37.549216800020076,,37.53778290000628,37.549216800020076,38.53219390002778,38.53219390002778,38.54985760001,38.69975910001085,l,0.16567049999139272,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
62,130,29,34,34,0,t,0.17515919997822493,None,0,34,34,71,38.715728900016984,,38.703464000020176,38.715728900016984,39.715843800018774,39.715843800018774,39.715843800018774,39.8996543000103,t,0.17515919997822493,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
64,88,95,35,35,0,t,0.050089299998944625,None,0,35,35,26,39.91540170001099,,39.90339750002022,39.91540170001099,40.899379200011026,40.899379200011026,40.915693300019484,40.966199600021355,t,0.050089299998944625,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
70,150,33,36,36,0,t,0.02134099998511374,None,0,36,36,75,40.982476900011534,,40.9700364000164,40.982476900011534,41.96590570002445,41.96590570002445,41.98235290002776,41.99958170001628,t,0.02134099998511374,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
20,40,8,37,37,0,l,0.007056200003717095,None,0,37,37,50,42.015748400008306,,42.00404050000361,42.015748400008306,42.99928170000203,42.99928170000203,43.01598660001764,43.016558500006795,l,0.007056200003717095,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
22,44,9,38,38,0,l,0.04073929999140091,None,0,38,38,51,43.03223260000232,,43.0203866000229,43.03223260000232,44.03216230001999,44.03216230001999,44.03216230001999,44.082667400012724,l,0.04073929999140091,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
12,24,4,39,39,0,t,0.16078360000392422,None,0,39,39,46,44.09851000001072,,44.08626370001002,44.09851000001072,45.083179700013716,45.083179700013716,45.099637800012715,45.2501868000254,t,0.16078360000392422,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
55,80,75,40,40,0,t,0.14906180000980385,None,0,40,40,22,45.2661603000015,,45.25514370002202,45.2661603000015,46.26608130001114,46.26608130001114,46.26608130001114,46.417144800012466,t,0.14906180000980385,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
52,105,24,41,41,0,l,0.15970459999516606,None,0,41,41,66,46.43305540000438,,46.42170970002189,46.43305540000438,47.43222460002289,47.43222460002289,47.44872710001073,47.598746800009394,l,0.15970459999516606,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
18,36,7,42,42,0,l,0.06464690002030693,None,0,42,42,49,47.61480080001638,,47.603105200018035,47.61480080001638,48.59830390001298,48.59830390001298,48.61458630001289,48.665230100014014,l,0.06464690002030693,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
53,78,70,43,43,0,l,0.07720050000352785,None,0,43,43,21,48.68137520001619,,48.66946870001266,48.68137520001619,49.66505540002254,49.66505540002254,49.68165380001301,49.748714200017275,l,0.07720050000352785,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
78,105,130,44,44,0,l,0.13315029998193495,None,0,44,44,33,49.76492960000178,,49.75262800001656,49.76492960000178,50.74866000001202,50.74866000001202,50.76565080002183,50.882965600001626,l,0.13315029998193495,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
35,60,35,45,45,0,l,0.1460485000279732,None,0,45,45,14,50.898388200002955,,50.88869330001762,50.898388200002955,51.88198310000007,51.88198310000007,51.89908000000287,52.03179150001961,l,0.1460485000279732,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
94,145,170,46,46,0,l,0.14419610000913963,None,0,46,46,41,52.047808500006795,,52.0355402000132,52.047808500006795,53.0320091000176,53.0320091000176,53.048666100017726,53.18247160001192,l,0.14419610000913963,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
24,48,10,47,47,0,l,0.15071690001059324,None,0,47,47,52,53.19869470002595,,53.18722260001232,53.19869470002595,54.18192940001609,54.18192940001609,54.19843060002313,54.349186400009785,l,0.15071690001059324,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
64,135,30,48,48,0,l,0.13594230002490804,None,0,48,48,72,54.36525110001094,,54.352705800003605,54.36525110001094,55.34896380000282,55.34896380000282,55.36554240001715,55.498985500016715,l,0.13594230002490804,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
49,60,89,49,49,0,t,0.06151729999692179,None,0,49,49,4,55.51510300001246,,55.502848800009815,55.51510300001246,56.49810040000011,56.49810040000011,56.51520620001247,56.56585640000412,t,0.06151729999692179,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
82,115,140,50,50,0,l,0.0011349999986123294,None,0,50,50,35,56.58161690001725,,56.569991000025766,56.58161690001725,57.564825400011614,57.564825400011614,57.5809252000181,57.58146390001639,l,0.0011349999986123294,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
68,145,32,51,51,0,l,0.04702650001854636,None,0,51,51,74,57.598211800010176,,57.58552790002432,57.598211800010176,58.59699420002289,58.59699420002289,58.6137749000045,58.647780400002375,l,0.04702650001854636,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
98,155,180,52,52,0,t,0.11641980000422336,None,0,52,52,43,58.663867000024766,,58.65107920000446,58.663867000024766,59.64793630002532,59.64793630002532,59.664708500000415,59.76533570000902,t,0.11641980000422336,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
114,260,55,53,53,0,l,0.07425519998650998,None,0,53,53,97,59.78098630000022,,59.76972229999956,59.78098630000022,60.7808896000206,60.7808896000206,60.7808896000206,60.86491120001301,l,0.07425519998650998,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
88,195,42,54,54,0,l,0.18464020002284087,None,0,54,54,84,60.88130040001124,,60.868763600010425,60.88130040001124,61.863967800018145,61.863967800018145,61.8803590000025,62.06416530002025,l,0.18464020002284087,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
96,150,175,55,55,0,l,0.11960320000071079,None,0,55,55,42,62.080589100020006,,62.06755290000001,62.080589100020006,63.063432800001465,63.063432800001465,63.08004690002417,63.19728190000751,l,0.11960320000071079,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
48,96,22,56,56,0,t,0.1337366999941878,None,0,56,56,64,63.21339889999945,,63.202518900012365,63.21339889999945,64.19760540002608,64.19760540002608,64.21389250000357,64.34823220001999,t,0.1337366999941878,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
36,72,16,57,57,0,l,0.03673639998305589,None,0,57,57,58,64.36437080000178,,64.35252410001704,64.36437080000178,65.36300890002167,65.36300890002167,65.37989930002368,65.41389340002206,l,0.03673639998305589,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
82,180,39,58,58,0,l,0.015340200014179572,None,0,58,58,81,65.42987440002616,,65.41729370001121,65.42987440002616,66.4297571000061,66.4297571000061,66.4297571000061,66.44691960001364,l,0.015340200014179572,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
40,80,18,59,59,0,l,0.083142699993914,None,0,59,59,60,66.46312780000153,,66.45129250001628,66.46312780000153,67.4472545000026,67.4472545000026,67.46432350002578,67.53127320000203,l,0.083142699993914,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
56,115,26,60,60,0,l,0.04678900001454167,None,0,60,60,68,67.5476059000066,,67.53574930000468,67.5476059000066,68.53037459999905,68.53037459999905,68.54688150002039,68.58099590000347,l,0.04678900001454167,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
42,70,50,61,61,0,t,0.017935399984708056,None,0,61,61,17,68.59720370001742,,68.58477010001661,68.59720370001742,69.59666210002615,69.59666210002615,69.59666210002615,69.6299942000187,t,0.017935399984708056,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
102,230,49,62,62,0,t,0.08535619999747723,None,0,62,62,91,69.64608270002645,,69.6334037000197,69.64608270002645,70.63044410001021,70.63044410001021,70.64683660000446,70.73130690000835,t,0.08535619999747723,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
80,110,135,63,63,0,l,0.03216259999317117,None,0,63,63,34,70.74717010001768,,70.73512320002192,70.74717010001768,71.74674130001222,71.74674130001222,71.74674130001222,71.78124270000262,l,0.03216259999317117,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
78,80,162,64,64,0,l,0.08643180000944994,None,0,64,64,6,71.79635170000256,,71.78576980001526,71.79635170000256,72.796155500022,72.796155500022,72.796155500022,72.8961258000054,l,0.08643180000944994,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
60,84,85,65,65,0,t,0.05862120000529103,None,0,65,65,24,72.91226290000486,,72.89970440001343,72.91226290000486,73.89756530002342,73.89756530002342,73.91297500001383,73.96314830001211,t,0.05862120000529103,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
86,125,150,66,66,0,l,0.09804039998562075,None,0,66,66,37,73.97869240000728,,73.96654880000278,73.97869240000728,74.96216970001115,74.96216970001115,74.97864600000321,75.06264480002574,l,0.09804039998562075,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
34,68,15,67,67,0,l,0.05592590000014752,None,0,67,67,57,75.07965060000424,,75.0675493000017,75.07965060000424,76.06231360000675,76.06231360000675,76.07863840000937,76.12972740002442,l,0.05592590000014752,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
106,240,51,68,68,0,t,0.005852500005858019,None,0,68,68,93,76.1454513000208,,76.1341597000137,76.1454513000208,77.1292558000132,77.1292558000132,77.14583140000468,77.14641990000382,t,0.005852500005858019,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
32,64,14,69,69,0,l,0.11103260001982562,None,0,69,69,56,77.16237920001731,,77.15022980002686,77.16237920001731,78.16190440001083,78.16190440001083,78.16190440001083,78.27973100001691,l,0.11103260001982562,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
66,140,31,70,70,0,l,0.12588469998445362,None,0,70,70,73,78.29499110000324,,78.28539330000058,78.29499110000324,79.27928070002235,79.27928070002235,79.29512390002492,79.41217480000341,l,0.12588469998445362,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
88,130,155,71,71,0,l,0.16328200002317317,None,0,71,71,38,79.42852850002237,,79.41589900001418,79.42852850002237,80.41280489999917,80.41280489999917,80.42860150002525,80.57955600001151,l,0.16328200002317317,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
50,76,65,72,72,0,l,0.12907649998669513,None,0,72,72,20,80.59593500001938,,80.58419910000521,80.59593500001938,81.59474530001171,81.59474530001171,81.59474530001171,81.7285335000197,l,0.12907649998669513,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
44,88,20,73,73,0,t,0.07630509999580681,None,0,73,73,62,81.74521260001347,,81.73334380000597,81.74521260001347,82.72800550001557,82.72800550001557,82.74499970002216,82.81238870002562,t,0.07630509999580681,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
74,98,120,74,74,0,l,0.08282270000199787,None,0,74,74,31,82.82812210000702,,82.81620739999926,82.82812210000702,83.81169310002588,83.81169310002588,83.82879080000566,83.89593540001079,l,0.08282270000199787,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
112,255,54,75,75,0,l,0.08086980000371113,None,0,75,75,96,83.91142290001153,,83.89964400001918,83.91142290001153,84.89612210000632,84.89612210000632,84.91261150001083,84.9800152000098,l,0.08086980000371113,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
80,175,38,76,76,0,l,0.10527130000991747,None,0,76,76,80,84.99601420000545,,84.98494880000362,84.99601420000545,85.97918070000014,85.97918070000014,85.9958516000188,86.09494950002409,l,0.10527130000991747,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
50,100,23,77,77,0,t,0.034962400008225814,None,0,77,77,65,86.1115408000187,,86.09869080001954,86.1115408000187,87.09446990001015,87.09446990001015,87.1109258000215,87.14482680000947,t,0.034962400008225814,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
92,205,44,78,78,0,t,0.050900000002002344,None,0,78,78,86,87.16113930000574,,87.14832460001344,87.16113930000574,88.14415700000245,88.14415700000245,88.16068720002659,88.21140460000606,t,0.050900000002002344,None,Participant_04,001,2025-11-06_06h48.49.136,Delay Discounting,,2025.1.1,60.08709023770058,2025-11-06 06h49.07.653190 +0530,
