thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
58,0,58,[np.float64(0.059722222222222225)],[np.float64(0.07222222222222222)],[1],[0],[0],[1.2077568999957293],['Target'],58,0,58,0,107.34837959999277,,5,107.32650339999236,107.34837959999277,107.34837959999277,0.008866500007570721,108.53439620000427,[np.float64(0.059722222222222225)],[np.float64(0.07222222222222222)],[1],[0],[0],[1.2077568999957293],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
59,0,59,[np.float64(0.39166666666666666)],[np.float64(-0.1527777777777778)],[1],[0],[0],[1.6884580000041751],['Target'],59,0,59,0,108.56479509999917,,5,108.54489099999773,108.56479509999917,108.56479509999917,0.010406500005046837,110.23350069999287,[np.float64(0.39166666666666666)],[np.float64(-0.1527777777777778)],[1],[0],[0],[1.6884580000041751],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
60,0,60,"[np.float64(0.37916666666666665), np.float64(0.39305555555555555)]","[np.float64(-0.4236111111111111), np.float64(-0.4236111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.5054750999988755, 2.1885819000017364]","[None, 'Target']",60,0,60,0,110.2648210000043,,5,110.24492329999339,110.2648210000043,110.2648210000043,0.011333500006003305,112.43364570000267,"[np.float64(0.37916666666666665), np.float64(0.39305555555555555)]","[np.float64(-0.4236111111111111), np.float64(-0.4236111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.5054750999988755, 2.1885819000017364]","[None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
61,0,61,[np.float64(-0.4652777777777778)],[np.float64(0.3541666666666667)],[1],[0],[0],[1.6905712000007043],['Target'],61,0,61,0,112.46535640000366,,5,112.44279309999547,112.46535640000366,112.46535640000366,0.009049200001754798,114.13350229999924,[np.float64(-0.4652777777777778)],[np.float64(0.3541666666666667)],[1],[0],[0],[1.6905712000007043],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
62,0,62,[np.float64(-0.3736111111111111)],[np.float64(-0.16666666666666666)],[1],[0],[0],[2.3064673000044422],['Target'],62,0,62,0,114.16429760000028,,5,114.14334429999872,114.16429760000028,114.16429760000028,0.009771600001840852,116.45001810000394,[np.float64(-0.3736111111111111)],[np.float64(-0.16666666666666666)],[1],[0],[0],[2.3064673000044422],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
63,0,63,"[np.float64(-0.3819444444444444), np.float64(-0.36527777777777776)]","[np.float64(-0.25555555555555554), np.float64(-0.23472222222222222)]","[1, 1]","[0, 0]","[0, 0]","[1.5328516000008676, 2.299380199998268]","[None, 'Target']",63,0,63,0,116.48116719999234,,10,116.46719450000091,116.48116719999234,116.48116719999234,0.01709819999814499,118.76673909999954,"[np.float64(-0.3819444444444444), np.float64(-0.36527777777777776)]","[np.float64(-0.25555555555555554), np.float64(-0.23472222222222222)]","[1, 1]","[0, 0]","[0, 0]","[1.5328516000008676, 2.299380199998268]","[None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
64,0,64,[np.float64(0.46805555555555556)],[np.float64(-0.4)],[1],[0],[0],[2.757647200007341],['Target'],64,0,64,0,118.79790429999412,,5,118.77591969999776,118.79790429999412,118.79790429999412,0.00902230000065174,121.53372579999268,[np.float64(0.46805555555555556)],[np.float64(-0.4)],[1],[0],[0],[2.757647200007341],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
65,0,65,[np.float64(-0.2833333333333333)],[np.float64(-0.44583333333333336)],[1],[0],[0],[1.9482646999967983],['Target'],65,0,65,0,121.56370610000158,,10,121.55107940000016,121.56370610000158,121.56370610000158,0.01724370000010822,123.49947549999342,[np.float64(-0.2833333333333333)],[np.float64(-0.44583333333333336)],[1],[0],[0],[1.9482646999967983],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
66,0,66,[np.float64(-0.005555555555555556)],[np.float64(0.09027777777777778)],[1],[0],[0],[2.040886799994041],['Target'],66,0,66,0,123.53083619999234,,5,123.508660099993,123.53083619999234,123.53083619999234,0.009078100003534928,125.54967799999577,[np.float64(-0.005555555555555556)],[np.float64(0.09027777777777778)],[1],[0],[0],[2.040886799994041],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
67,0,67,[np.float64(0.3875)],[np.float64(-0.2916666666666667)],[1],[0],[0],[1.548036599997431],['Target'],67,0,67,0,125.57998539999244,,10,125.56800929999736,125.57998539999244,125.57998539999244,0.01823359999980312,127.11617399999523,[np.float64(0.3875)],[np.float64(-0.2916666666666667)],[1],[0],[0],[1.548036599997431],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
68,0,68,[np.float64(0.002777777777777778)],[np.float64(-0.18055555555555555)],[1],[0],[0],[2.082049199991161],['Target'],68,0,68,0,127.14730159999453,,10,127.13328969999566,127.14730159999453,127.14730159999453,0.016983800000161864,129.21548260000418,[np.float64(0.002777777777777778)],[np.float64(-0.18055555555555555)],[1],[0],[0],[2.082049199991161],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
69,0,69,[np.float64(-0.3819444444444444)],[np.float64(0.3263888888888889)],[1],[0],[0],[1.7646663000050467],['Target'],69,0,69,0,129.24616529999184,,10,129.2341987999971,129.24616529999184,129.24616529999184,0.018600399998831563,130.99900139999227,[np.float64(-0.3819444444444444)],[np.float64(0.3263888888888889)],[1],[0],[0],[1.7646663000050467],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
70,0,70,[np.float64(0.4861111111111111)],[np.float64(0.33055555555555555)],[1],[0],[0],[2.124123799992958],['Target'],70,0,70,0,131.0296524000005,,5,131.00770580000244,131.0296524000005,131.0296524000005,0.008589099990786053,133.13196769999922,[np.float64(0.4861111111111111)],[np.float64(0.33055555555555555)],[1],[0],[0],[2.124123799992958],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
71,0,71,[np.float64(-0.2361111111111111)],[np.float64(0.0763888888888889)],[1],[0],[0],[1.239917400002014],['Target'],71,0,71,0,133.16275029999088,,5,133.14055680000456,133.16275029999088,133.16275029999088,0.008498600000166334,134.38060859999678,[np.float64(-0.2361111111111111)],[np.float64(0.0763888888888889)],[1],[0],[0],[1.239917400002014],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
72,0,72,[np.float64(-0.4305555555555556)],[np.float64(0.06527777777777778)],[1],[0],[0],[1.649940199989942],['Target'],72,0,72,0,134.41329529999348,,10,134.39787519999663,134.41329529999348,134.41329529999348,0.01716879999730736,136.04797230000258,[np.float64(-0.4305555555555556)],[np.float64(0.06527777777777778)],[1],[0],[0],[1.649940199989942],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
73,0,73,[np.float64(-0.3236111111111111)],[np.float64(0.2847222222222222)],[1],[0],[0],[1.1983710000058636],['Target'],73,0,73,0,136.07892050000373,,10,136.0670531999931,136.07892050000373,136.07892050000373,0.018956700005219318,137.26556040000287,[np.float64(-0.3236111111111111)],[np.float64(0.2847222222222222)],[1],[0],[0],[1.1983710000058636],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
74,0,74,"[np.float64(0.03888888888888889), np.float64(0.013888888888888888)]","[np.float64(-0.034722222222222224), np.float64(-0.03611111111111111)]","[1, 1]","[0, 0]","[0, 0]","[2.398665400003665, 3.180448500002967]","[None, 'Target']",74,0,74,0,137.29530379999778,,10,137.2822748000035,137.29530379999778,137.29530379999778,0.01660220000485424,140.4629152999987,"[np.float64(0.03888888888888889), np.float64(0.013888888888888888)]","[np.float64(-0.034722222222222224), np.float64(-0.03611111111111111)]","[1, 1]","[0, 0]","[0, 0]","[2.398665400003665, 3.180448500002967]","[None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
75,0,75,[np.float64(-0.4222222222222222)],[np.float64(0.17777777777777778)],[1],[0],[0],[1.257987699995283],['Target'],75,0,75,0,140.49532829999225,,5,140.47244889999274,140.49532829999225,140.49532829999225,0.009377599999425001,141.73058540000056,[np.float64(-0.4222222222222222)],[np.float64(0.17777777777777778)],[1],[0],[0],[1.257987699995283],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
76,0,76,[np.float64(0.022222222222222223)],[np.float64(-0.05555555555555555)],[1],[0],[0],[1.5486945000011474],['Target'],76,0,76,0,141.76195449999068,,10,141.7492429999984,141.76195449999068,141.76195449999068,0.018573199995444156,143.2980752000003,[np.float64(0.022222222222222223)],[np.float64(-0.05555555555555555)],[1],[0],[0],[1.5486945000011474],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
77,0,77,[np.float64(-0.06944444444444445)],[np.float64(0.011111111111111112)],[1],[0],[0],[1.2297700999915833],['Target'],77,0,77,0,143.32890639999823,,10,143.31638399999065,143.32890639999823,143.32890639999823,0.01818990000174381,144.5462828000018,[np.float64(-0.06944444444444445)],[np.float64(0.011111111111111112)],[1],[0],[0],[1.2297700999915833],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
78,0,78,[np.float64(0.2763888888888889)],[np.float64(-0.09027777777777778)],[1],[0],[0],[1.4761583999934373],['Target'],78,0,78,0,144.5791351999942,,5,144.55484729999444,144.5791351999942,144.5791351999942,0.008465299993986264,146.03113669999584,[np.float64(0.2763888888888889)],[np.float64(-0.09027777777777778)],[1],[0],[0],[1.4761583999934373],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
79,0,79,[np.float64(-0.4027777777777778)],[np.float64(-0.21944444444444444)],[1],[0],[0],[1.5142533000034746],['Target'],79,0,79,0,146.0609187999944,,10,146.049391499997,146.0609187999944,146.0609187999944,0.018158999999286607,147.56377589999465,[np.float64(-0.4027777777777778)],[np.float64(-0.21944444444444444)],[1],[0],[0],[1.5142533000034746],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
80,0,80,[np.float64(-0.043055555555555555)],[np.float64(-0.15694444444444444)],[1],[0],[0],[1.0907435999979498],['Target'],80,0,80,0,147.59492989999126,,5,147.57276270000148,147.59492989999126,147.59492989999126,0.008870600009686314,148.66364080000494,[np.float64(-0.043055555555555555)],[np.float64(-0.15694444444444444)],[1],[0],[0],[1.0907435999979498],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
81,0,81,[np.float64(0.03333333333333333)],[np.float64(-0.03333333333333333)],[1],[0],[0],[1.130871000001207],['Target'],81,0,81,0,148.6949520999915,,10,148.68221020000055,148.6949520999915,148.6949520999915,0.018488699992303737,149.813290399994,[np.float64(0.03333333333333333)],[np.float64(-0.03333333333333333)],[1],[0],[0],[1.130871000001207],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
82,0,82,[np.float64(0.05)],[np.float64(0.044444444444444446)],[1],[0],[0],[0.9588577999966219],['Target'],82,0,82,0,149.8616619999957,,10,149.8371308999922,149.8616619999957,149.8616619999957,0.023654899996472523,150.79614399999264,[np.float64(0.05)],[np.float64(0.044444444444444446)],[1],[0],[0],[0.9588577999966219],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
83,0,83,[np.float64(0.4666666666666667)],[np.float64(0.45555555555555555)],[1],[0],[0],[1.758239999995567],['Target'],83,0,83,0,150.82773489999818,,5,150.80498210000223,150.82773489999818,150.82773489999818,0.008736700008739717,152.56337469999562,[np.float64(0.4666666666666667)],[np.float64(0.45555555555555555)],[1],[0],[0],[1.758239999995567],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
84,0,84,[np.float64(0.07361111111111111)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.4297681000025477],['Target'],84,0,84,0,152.59455270000035,,10,152.58290779999516,152.59455270000035,152.59455270000035,0.019444099991233088,154.0128190999967,[np.float64(0.07361111111111111)],[np.float64(-0.29444444444444445)],[1],[0],[0],[1.4297681000025477],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
85,0,85,[np.float64(-0.3263888888888889)],[np.float64(0.3680555555555556)],[1],[0],[0],[2.0561087999958545],['Target'],85,0,85,0,154.0439050999994,,5,154.0231158999959,154.0439050999994,154.0439050999994,0.010178199998335913,156.0793568999943,[np.float64(-0.3263888888888889)],[np.float64(0.3680555555555556)],[1],[0],[0],[2.0561087999958545],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
86,0,86,[np.float64(0.20277777777777778)],[np.float64(-0.46805555555555556)],[1],[0],[0],[1.7744873000046937],['Target'],86,0,86,0,156.11054019999574,,5,156.08830930000113,156.11054019999574,156.11054019999574,0.008856200001901016,157.86293629999273,[np.float64(0.20277777777777778)],[np.float64(-0.46805555555555556)],[1],[0],[0],[1.7744873000046937],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
87,0,87,[np.float64(0.4222222222222222)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.7571606000128668],['Target'],87,0,87,0,157.8937500000029,,5,157.87173790000088,157.8937500000029,157.8937500000029,0.008721099991817027,159.6290519000031,[np.float64(0.4222222222222222)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.7571606000128668],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
88,0,88,"[np.float64(0.3347222222222222), np.float64(0.34444444444444444), np.float64(0.35555555555555557)]","[np.float64(-0.4222222222222222), np.float64(-0.4), np.float64(-0.43333333333333335)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6269095999887213, 2.626874099994893, 3.094212099997094]","[None, None, 'Target']",88,0,88,0,159.67818770000304,,10,159.65116219999618,159.67818770000304,159.67818770000304,0.022025700003723614,162.74551470000006,"[np.float64(0.3347222222222222), np.float64(0.34444444444444444), np.float64(0.35555555555555557)]","[np.float64(-0.4222222222222222), np.float64(-0.4), np.float64(-0.43333333333333335)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.6269095999887213, 2.626874099994893, 3.094212099997094]","[None, None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
89,0,89,[np.float64(0.009722222222222222)],[np.float64(-0.44305555555555554)],[1],[0],[0],[2.0405262999993283],['Target'],89,0,89,0,162.7773007999931,,5,162.75564020000456,162.7773007999931,162.7773007999931,0.009974200002034195,164.7963044999924,[np.float64(0.009722222222222222)],[np.float64(-0.44305555555555554)],[1],[0],[0],[2.0405262999993283],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
90,0,90,[np.float64(-0.034722222222222224)],[np.float64(-0.022222222222222223)],[1],[0],[0],[1.3880331000109436],['Target'],90,0,90,0,164.82615700000315,,5,164.80678220000118,164.82615700000315,164.82615700000315,0.010379599989391863,166.19497179999598,[np.float64(-0.034722222222222224)],[np.float64(-0.022222222222222223)],[1],[0],[0],[1.3880331000109436],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
91,0,91,[np.float64(-0.013888888888888888)],[np.float64(0.14305555555555555)],[1],[0],[0],[1.1389503000100376],['Target'],91,0,91,0,166.2259444999945,,5,166.20510749999085,166.2259444999945,166.2259444999945,0.010021399997640401,167.3441901000042,[np.float64(-0.013888888888888888)],[np.float64(0.14305555555555555)],[1],[0],[0],[1.1389503000100376],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
92,0,92,[np.float64(-0.48055555555555557)],[np.float64(0.41388888888888886)],[1],[0],[0],[1.5631739999953425],['Target'],92,0,92,0,167.37549299999955,,10,167.36448530000052,167.37549299999955,167.37549299999955,0.020208999994792975,168.9278215999948,[np.float64(-0.48055555555555557)],[np.float64(0.41388888888888886)],[1],[0],[0],[1.5631739999953425],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
93,0,93,"[np.float64(0.2125), np.float64(0.22083333333333333)]","[np.float64(0.18055555555555555), np.float64(0.18333333333333332)]","[1, 1]","[0, 0]","[0, 0]","[1.7915951000031782, 2.42407410001033]","[None, 'Target']",93,0,93,0,168.95872979999695,,5,168.9369083999918,168.95872979999695,168.95872979999695,0.008971699993708171,171.36115569999674,"[np.float64(0.2125), np.float64(0.22083333333333333)]","[np.float64(0.18055555555555555), np.float64(0.18333333333333332)]","[1, 1]","[0, 0]","[0, 0]","[1.7915951000031782, 2.42407410001033]","[None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
94,0,94,[np.float64(0.0125)],[np.float64(0.1361111111111111)],[1],[0],[0],[1.0640882000006968],['Target'],94,0,94,0,171.3917022999958,,10,171.38037479999184,171.3917022999958,171.3917022999958,0.019116099996608682,172.44459030000144,[np.float64(0.0125)],[np.float64(0.1361111111111111)],[1],[0],[0],[1.0640882000006968],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
95,0,95,[np.float64(-0.5111111111111111)],[np.float64(0.07916666666666666)],[1],[0],[0],[1.5652391000039643],['Target'],95,0,95,0,172.47548179999285,,10,172.4616815000045,172.47548179999285,172.47548179999285,0.016981199994916096,174.02705129999958,[np.float64(-0.5111111111111111)],[np.float64(0.07916666666666666)],[1],[0],[0],[1.5652391000039643],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
96,0,96,[np.float64(0.19027777777777777)],[np.float64(-0.05416666666666667)],[1],[0],[0],[1.2846954999986337],['Target'],96,0,96,0,174.05831809999654,,10,174.0437333000009,174.05831809999654,174.05831809999654,0.01657120000163559,175.32855569999083,[np.float64(0.19027777777777777)],[np.float64(-0.05416666666666667)],[1],[0],[0],[1.2846954999986337],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
97,0,97,[np.float64(-0.09027777777777778)],[np.float64(0.35)],[1],[0],[0],[1.4070001999934902],['Target'],97,0,97,0,175.35985140000412,,5,175.3371332999959,175.35985140000412,175.35985140000412,0.008478299991111271,176.74425899999915,[np.float64(-0.09027777777777778)],[np.float64(0.35)],[1],[0],[0],[1.4070001999934902],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
98,0,98,[np.float64(0.3736111111111111)],[np.float64(0.32083333333333336)],[1],[0],[0],[1.098125100004836],['Target'],98,0,98,0,176.77553450000414,,10,176.7623248000018,176.77553450000414,176.77553450000414,0.017982100005610846,177.86058900000353,[np.float64(0.3736111111111111)],[np.float64(0.32083333333333336)],[1],[0],[0],[1.098125100004836],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
99,0,99,[np.float64(-0.3472222222222222)],[np.float64(0.08888888888888889)],[1],[0],[0],[1.3414996000065003],['Target'],99,0,99,0,177.89262159999635,,5,177.86931310000364,177.89262159999635,177.89262159999635,0.008624900001450442,179.21094540000195,[np.float64(-0.3472222222222222)],[np.float64(0.08888888888888889)],[1],[0],[0],[1.3414996000065003],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
100,0,100,"[np.float64(-0.17777777777777778), np.float64(-0.16805555555555557)]","[np.float64(-0.30277777777777776), np.float64(-0.3194444444444444)]","[1, 1]","[0, 0]","[0, 0]","[1.6152078999875812, 2.3300285000004806]","[None, 'Target']",100,0,100,0,179.24161149999418,,10,179.22909680000157,179.24161149999418,179.24161149999418,0.018055599997751415,181.55930599999556,"[np.float64(-0.17777777777777778), np.float64(-0.16805555555555557)]","[np.float64(-0.30277777777777776), np.float64(-0.3194444444444444)]","[1, 1]","[0, 0]","[0, 0]","[1.6152078999875812, 2.3300285000004806]","[None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
101,0,101,[np.float64(0.16805555555555557)],[np.float64(0.13055555555555556)],[1],[0],[0],[1.557695600000443],['Target'],101,0,101,0,181.59104569999909,,5,181.5700855000032,181.59104569999909,181.59104569999909,0.010470299996086396,183.1279205000028,[np.float64(0.16805555555555557)],[np.float64(0.13055555555555556)],[1],[0],[0],[1.557695600000443],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
102,0,102,[np.float64(0.31527777777777777)],[np.float64(-0.4736111111111111)],[1],[0],[0],[1.6395604999997886],['Target'],102,0,102,0,183.1583443999989,,5,183.13684259999718,183.1583443999989,183.1583443999989,0.008812400003080256,184.77652729999681,[np.float64(0.31527777777777777)],[np.float64(-0.4736111111111111)],[1],[0],[0],[1.6395604999997886],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
103,0,103,[np.float64(0.3263888888888889)],[np.float64(-0.2263888888888889)],[1],[0],[0],[1.7338747000030708],['Target'],103,0,103,0,184.80783950000477,,10,184.79336969999713,184.80783950000477,184.80783950000477,0.016760800004703924,186.52737559999514,[np.float64(0.3263888888888889)],[np.float64(-0.2263888888888889)],[1],[0],[0],[1.7338747000030708],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
104,0,104,[np.float64(-0.11805555555555555)],[np.float64(0.44305555555555554)],[1],[0],[0],[2.5973599000135437],['Target'],104,0,104,0,186.55800520000048,,10,186.54502039999352,186.55800520000048,186.55800520000048,0.01753850000386592,189.14251170000352,[np.float64(-0.11805555555555555)],[np.float64(0.44305555555555554)],[1],[0],[0],[2.5973599000135437],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
105,0,105,"[np.float64(-0.4625), np.float64(-0.4791666666666667)]","[np.float64(-0.45416666666666666), np.float64(-0.44583333333333336)]","[1, 1]","[0, 0]","[0, 0]","[2.1245544999983395, 2.5752281000022776]","[None, 'Target']",105,0,105,0,189.17479269999603,,5,189.15096499999345,189.17479269999603,189.17479269999603,0.008347700000740588,191.72639670000353,"[np.float64(-0.4625), np.float64(-0.4791666666666667)]","[np.float64(-0.45416666666666666), np.float64(-0.44583333333333336)]","[1, 1]","[0, 0]","[0, 0]","[2.1245544999983395, 2.5752281000022776]","[None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
106,0,106,[np.float64(0.08888888888888889)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.9044418999983463],['Target'],106,0,106,0,191.7575252999959,,5,191.73823819999234,191.7575252999959,191.7575252999959,0.011611800000537187,193.64281340000161,[np.float64(0.08888888888888889)],[np.float64(0.08333333333333333)],[1],[0],[0],[1.9044418999983463],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
107,0,107,[np.float64(-0.16111111111111112)],[np.float64(-0.025)],[1],[0],[0],[1.3061820000002626],['Target'],107,0,107,0,193.6735606000002,,5,193.65315539999574,193.6735606000002,193.6735606000002,0.010251600004266948,194.95950009999797,[np.float64(-0.16111111111111112)],[np.float64(-0.025)],[1],[0],[0],[1.3061820000002626],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
108,0,108,[np.float64(0.3958333333333333)],[np.float64(0.3347222222222222)],[1],[0],[0],[1.2908432000112953],['Target'],108,0,108,0,194.99039510000148,,5,194.96787609999592,194.99039510000148,194.99039510000148,0.008293599996250123,196.25885410000046,[np.float64(0.3958333333333333)],[np.float64(0.3347222222222222)],[1],[0],[0],[1.2908432000112953],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
109,0,109,[np.float64(0.15)],[np.float64(0.4930555555555556)],[1],[0],[0],[2.4071849000029033],['Target'],109,0,109,0,196.29035349999322,,5,196.26815079999506,196.29035349999322,196.29035349999322,0.00919929999508895,198.67547629999171,[np.float64(0.15)],[np.float64(0.4930555555555556)],[1],[0],[0],[2.4071849000029033],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
