thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
39,0,39,[np.float64(0.28055555555555556)],[np.float64(-0.09305555555555556)],[1],[0],[0],[1.4734688999888021],['Target'],39,0,39,0,68.81896730000153,,5,68.79768740000145,68.81896730000153,68.81896730000153,0.010008199998992495,70.27133219999087,[np.float64(0.28055555555555556)],[np.float64(-0.09305555555555556)],[1],[0],[0],[1.4734688999888021],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
40,0,40,[np.float64(0.3013888888888889)],[np.float64(-0.33194444444444443)],[1],[0],[0],[1.3214858999999706],['Target'],40,0,40,0,70.3019515999913,,5,70.28176179999718,70.3019515999913,70.3019515999913,0.010337100000469945,71.6033832999965,[np.float64(0.3013888888888889)],[np.float64(-0.33194444444444443)],[1],[0],[0],[1.3214858999999706],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
41,0,41,[np.float64(0.3388888888888889)],[np.float64(-0.059722222222222225)],[1],[0],[0],[0.9921123000094667],['Target'],41,0,41,0,71.63609089999227,,5,71.61219489999348,71.63609089999227,71.63609089999227,0.008726499989279546,72.60443769999256,[np.float64(0.3388888888888889)],[np.float64(-0.059722222222222225)],[1],[0],[0],[0.9921123000094667],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
42,0,42,[np.float64(-0.09722222222222222)],[np.float64(-0.39861111111111114)],[1],[0],[0],[1.7156057999964105],['Target'],42,0,42,0,72.63575879999553,,10,72.62181290000444,72.63575879999553,72.63575879999553,0.01729170000180602,74.33755539999402,[np.float64(-0.09722222222222222)],[np.float64(-0.39861111111111114)],[1],[0],[0],[1.7156057999964105],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
43,0,43,[np.float64(0.28055555555555556)],[np.float64(0.05138888888888889)],[1],[0],[0],[1.4278516000049422],['Target'],43,0,43,0,74.38555530000303,,10,74.35966809999081,74.38555530000303,74.38555530000303,0.022011399996699765,75.78766010000254,[np.float64(0.28055555555555556)],[np.float64(0.05138888888888889)],[1],[0],[0],[1.4278516000049422],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
44,0,44,"[np.float64(0.43472222222222223), np.float64(0.45416666666666666)]","[np.float64(0.043055555555555555), np.float64(0.03888888888888889)]","[1, 1]","[0, 0]","[0, 0]","[1.145989800003008, 4.111966800002847]","[None, 'Target']",44,0,44,0,75.83566879999125,,10,75.80779559999064,75.83566879999125,75.83566879999125,0.02002540000830777,79.9199060999963,"[np.float64(0.43472222222222223), np.float64(0.45416666666666666)]","[np.float64(0.043055555555555555), np.float64(0.03888888888888889)]","[1, 1]","[0, 0]","[0, 0]","[1.145989800003008, 4.111966800002847]","[None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
45,0,45,[np.float64(-0.1375)],[np.float64(-0.009722222222222222)],[1],[0],[0],[1.4394021000043722],['Target'],45,0,45,0,79.9523068999988,,5,79.93059849999554,79.9523068999988,79.9523068999988,0.010573400009889156,81.3701357999962,[np.float64(-0.1375)],[np.float64(-0.009722222222222222)],[1],[0],[0],[1.4394021000043722],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
46,0,46,[np.float64(-0.1388888888888889)],[np.float64(0.4041666666666667)],[1],[0],[0],[2.0992505000031088],['Target'],46,0,46,0,81.40129989999696,,10,81.38887939999404,81.40129989999696,81.40129989999696,0.018678899999940768,83.48830529999395,[np.float64(-0.1388888888888889)],[np.float64(0.4041666666666667)],[1],[0],[0],[2.0992505000031088],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
47,0,47,[np.float64(-0.13333333333333333)],[np.float64(-0.45416666666666666)],[1],[0],[0],[2.5639823999954388],['Target'],47,0,47,0,83.51800090000324,,10,83.5055008999916,83.51800090000324,83.51800090000324,0.017093299989937805,86.06961920000322,[np.float64(-0.13333333333333333)],[np.float64(-0.45416666666666666)],[1],[0],[0],[2.5639823999954388],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
48,0,48,"[np.float64(-0.39444444444444443), np.float64(-0.3680555555555556)]","[np.float64(-0.22777777777777777), np.float64(-0.22083333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.7987331000040285, 4.099246400000993]","[None, 'Target']",48,0,48,0,86.10153529999661,,10,86.08722729999863,86.10153529999661,86.10153529999661,0.017499399997177534,90.18662389999372,"[np.float64(-0.39444444444444443), np.float64(-0.3680555555555556)]","[np.float64(-0.22777777777777777), np.float64(-0.22083333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.7987331000040285, 4.099246400000993]","[None, 'Target']",ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
49,0,49,[np.float64(-0.475)],[np.float64(-0.2777777777777778)],[1],[0],[0],[1.515769099991303],['Target'],49,0,49,0,90.21713399999135,,10,90.20465780000086,90.21713399999135,90.21713399999135,0.01789170000120066,91.72059509999235,[np.float64(-0.475)],[np.float64(-0.2777777777777778)],[1],[0],[0],[1.515769099991303],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
50,0,50,[np.float64(-0.48055555555555557)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.315633300007903],['Target'],50,0,50,0,91.75032569999166,,10,91.73831339999742,91.75032569999166,91.75032569999166,0.01760009999270551,93.05407939999714,[np.float64(-0.48055555555555557)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.315633300007903],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
51,0,51,[np.float64(0.1111111111111111)],[np.float64(0.3527777777777778)],[1],[0],[0],[1.4227565999899525],['Target'],51,0,51,0,93.08358069999667,,5,93.06310279999161,93.08358069999667,93.08358069999667,0.00890369999979157,94.48600449999503,[np.float64(0.1111111111111111)],[np.float64(0.3527777777777778)],[1],[0],[0],[1.4227565999899525],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
52,0,52,[np.float64(0.0875)],[np.float64(0.18611111111111112)],[1],[0],[0],[1.0566149999940535],['Target'],52,0,52,0,94.51659079999081,,5,94.49566539999796,94.51659079999081,94.51659079999081,0.009567699991748668,95.55241599999135,[np.float64(0.0875)],[np.float64(0.18611111111111112)],[1],[0],[0],[1.0566149999940535],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
53,0,53,[np.float64(-0.3638888888888889)],[np.float64(0.43333333333333335)],[1],[0],[0],[3.464289600000484],['Target'],53,0,53,0,95.58322220000264,,10,95.57099929999094,95.58322220000264,95.58322220000264,0.0184892000106629,99.0354229999939,[np.float64(-0.3638888888888889)],[np.float64(0.43333333333333335)],[1],[0],[0],[3.464289600000484],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
54,0,54,[np.float64(0.4152777777777778)],[np.float64(0.4736111111111111)],[1],[0],[0],[3.2467524999956368],['Target'],54,0,54,0,99.06583910000336,,10,99.05524439999135,99.06583910000336,99.06583910000336,0.01971639999828767,102.30214079999132,[np.float64(0.4152777777777778)],[np.float64(0.4736111111111111)],[1],[0],[0],[3.2467524999956368],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
55,0,55,[np.float64(-0.28055555555555556)],[np.float64(0.15694444444444444)],[1],[0],[0],[1.841226499993354],['Target'],55,0,55,0,102.333117400005,,5,102.31086959999811,102.333117400005,102.333117400005,0.008614799997303635,104.15223490000062,[np.float64(-0.28055555555555556)],[np.float64(0.15694444444444444)],[1],[0],[0],[1.841226499993354],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
56,0,56,[np.float64(0.47638888888888886)],[np.float64(0.33194444444444443)],[1],[0],[0],[1.4312409999984084],['Target'],56,0,56,0,104.1822661000042,,10,104.16950829999405,104.1822661000042,104.1822661000042,0.01719119999324903,105.60087840000051,[np.float64(0.47638888888888886)],[np.float64(0.33194444444444443)],[1],[0],[0],[1.4312409999984084],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
57,0,57,[np.float64(0.32916666666666666)],[np.float64(0.37083333333333335)],[1],[0],[0],[1.6965401000052225],['Target'],57,0,57,0,105.63210339999932,,10,105.62083590000111,105.63210339999932,105.63210339999932,0.0198619000002509,107.31752779999806,[np.float64(0.32916666666666666)],[np.float64(0.37083333333333335)],[1],[0],[0],[1.6965401000052225],['Target'],ONE,001,2025-10-01_18h55.48.280,Visual Search Experiment,,2025.1.1,59.959191773962175,2025-10-01 18h55.57.285501 +0530,
