thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,"[np.float64(0.4888888888888889), np.float64(0.4888888888888889)]","[np.float64(-0.18194444444444444), np.float64(-0.2)]","[1, 1]","[0, 0]","[0, 0]","[1.2073921999981394, 1.892530600001919]","[None, 'Target']",10,0,10,0,17.430425299993658,,5,17.40910679999797,17.430425299993658,17.430425299993658,0.008859400004439522,19.30195459999959,"[np.float64(0.4888888888888889), np.float64(0.4888888888888889)]","[np.float64(-0.18194444444444444), np.float64(-0.2)]","[1, 1]","[0, 0]","[0, 0]","[1.2073921999981394, 1.892530600001919]","[None, 'Target']",FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
11,0,11,[np.float64(-0.14305555555555555)],[np.float64(-0.03611111111111111)],[1],[0],[0],[1.5834416999932728],['Target'],11,0,11,0,19.34855119999702,,10,19.334253799999715,19.34855119999702,19.34855119999702,0.031780999997863546,20.91792870000063,[np.float64(-0.14305555555555555)],[np.float64(-0.03611111111111111)],[1],[0],[0],[1.5834416999932728],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
12,0,12,[np.float64(-0.1597222222222222)],[np.float64(0.2611111111111111)],[1],[0],[0],[1.2696727000002284],['Target'],12,0,12,0,20.964707200000703,,10,20.94811149999441,20.964707200000703,20.964707200000703,0.029953899997053668,22.218065699998988,[np.float64(-0.1597222222222222)],[np.float64(0.2611111111111111)],[1],[0],[0],[1.2696727000002284],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
13,0,13,[np.float64(0.011111111111111112)],[np.float64(0.37777777777777777)],[1],[0],[0],[1.2784230999968713],['Target'],13,0,13,0,22.281748299996252,,10,22.25534239999979,22.281748299996252,22.281748299996252,0.03696759999729693,23.53395289999753,[np.float64(0.011111111111111112)],[np.float64(0.37777777777777777)],[1],[0],[0],[1.2784230999968713],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
14,0,14,[np.float64(0.36944444444444446)],[np.float64(-0.42916666666666664)],[1],[0],[0],[1.9379688999979408],['Target'],14,0,14,0,23.5645016999988,,5,23.545309199995245,23.5645016999988,23.5645016999988,0.011252200005401392,25.483462500000314,[np.float64(0.36944444444444446)],[np.float64(-0.42916666666666664)],[1],[0],[0],[1.9379688999979408],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
15,0,15,[np.float64(0.22916666666666666)],[np.float64(-0.45416666666666666)],[1],[0],[0],[1.2227560000028461],['Target'],15,0,15,0,25.51322309999523,,5,25.49802169999748,25.51322309999523,25.51322309999523,0.014413799995963927,26.720998599994346,[np.float64(0.22916666666666666)],[np.float64(-0.45416666666666666)],[1],[0],[0],[1.2227560000028461],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
16,0,16,[np.float64(0.3472222222222222)],[np.float64(0.45)],[1],[0],[0],[2.256590500001039],['Target'],16,0,16,0,26.78105610000057,,10,26.757828199995856,26.78105610000057,26.78105610000057,0.03665069999988191,29.014603600000555,[np.float64(0.3472222222222222)],[np.float64(0.45)],[1],[0],[0],[2.256590500001039],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
17,0,17,[np.float64(0.30972222222222223)],[np.float64(0.30277777777777776)],[1],[0],[0],[1.2554017000002204],['Target'],17,0,17,0,29.04621579999366,,5,29.026899199998297,29.04621579999366,29.04621579999366,0.012164100000518374,30.282480199995916,[np.float64(0.30972222222222223)],[np.float64(0.30277777777777776)],[1],[0],[0],[1.2554017000002204],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
18,0,18,[np.float64(-0.3638888888888889)],[np.float64(-0.15833333333333333)],[1],[0],[0],[1.8953584000046249],['Target'],18,0,18,0,30.330370899995614,,10,30.30386429999635,30.330370899995614,30.330370899995614,0.021292899997206405,32.199407000000065,[np.float64(-0.3638888888888889)],[np.float64(-0.15833333333333333)],[1],[0],[0],[1.8953584000046249],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
19,0,19,[np.float64(0.24861111111111112)],[np.float64(-0.18472222222222223)],[1],[0],[0],[1.4468999000018812],['Target'],19,0,19,0,32.22887899999478,,5,32.21832259999792,32.22887899999478,32.22887899999478,0.018763799998851027,33.66545329999644,[np.float64(0.24861111111111112)],[np.float64(-0.18472222222222223)],[1],[0],[0],[1.4468999000018812],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
