thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,Fixation.started,Target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
20,0,20,[np.float64(0.011111111111111112)],[np.float64(0.11527777777777778)],[1],[0],[0],[1.4693048000044655],['Target'],20,0,20,0,33.71325219999562,,10,33.6950355999943,33.71325219999562,33.71325219999562,0.029456000003847294,35.16454139999405,[np.float64(0.011111111111111112)],[np.float64(0.11527777777777778)],[1],[0],[0],[1.4693048000044655],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
21,0,21,[np.float64(0.1763888888888889)],[np.float64(0.23472222222222222)],[1],[0],[0],[1.1399797999984003],['Target'],21,0,21,0,35.195433399996546,,5,35.175454099997296,35.195433399996546,35.195433399996546,0.010695400000258815,36.31559039999411,[np.float64(0.1763888888888889)],[np.float64(0.23472222222222222)],[1],[0],[0],[1.1399797999984003],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
22,0,22,[np.float64(0.004166666666666667)],[np.float64(-0.05416666666666667)],[1],[0],[0],[1.37150549999933],['Target'],22,0,22,0,36.345673899995745,,5,36.326165200000105,36.345673899995745,36.345673899995745,0.01048609999998007,37.697851699995226,[np.float64(0.004166666666666667)],[np.float64(-0.05416666666666667)],[1],[0],[0],[1.37150549999933],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
23,0,23,[np.float64(0.1125)],[np.float64(-0.29305555555555557)],[1],[0],[0],[1.3447162999946158],['Target'],23,0,23,0,37.74682489999395,,10,37.72028699999646,37.74682489999395,37.74682489999395,0.02234610000596149,39.06515049999871,[np.float64(0.1125)],[np.float64(-0.29305555555555557)],[1],[0],[0],[1.3447162999946158],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
24,0,24,[np.float64(0.225)],[np.float64(-0.07916666666666666)],[1],[0],[0],[1.1805574999962118],['Target'],24,0,24,0,39.095104299995,,10,39.08439340000041,39.095104299995,39.095104299995,0.019129599997540936,40.26515219999419,[np.float64(0.225)],[np.float64(-0.07916666666666666)],[1],[0],[0],[1.1805574999962118],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
25,0,25,[np.float64(-0.013888888888888888)],[np.float64(-0.1361111111111111)],[1],[0],[0],[1.2807485000012093],['Target'],25,0,25,0,40.29556120000052,,5,40.28389210000023,40.29556120000052,40.29556120000052,0.01853359999950044,41.56483739999385,[np.float64(-0.013888888888888888)],[np.float64(-0.1361111111111111)],[1],[0],[0],[1.2807485000012093],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
26,0,26,[np.float64(0.35)],[np.float64(-0.3680555555555556)],[1],[0],[0],[1.3524049000043306],['Target'],26,0,26,0,41.61263639999379,,10,41.59592529999645,41.61263639999379,41.61263639999379,0.03096390000428073,42.94856819999404,[np.float64(0.35)],[np.float64(-0.3680555555555556)],[1],[0],[0],[1.3524049000043306],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
27,0,27,[np.float64(0.38472222222222224)],[np.float64(-0.14583333333333334)],[1],[0],[0],[1.3000329999995301],['Target'],27,0,27,0,42.97847550000006,,5,42.9639240999968,42.97847550000006,42.97847550000006,0.01515800000197487,44.26412129999517,[np.float64(0.38472222222222224)],[np.float64(-0.14583333333333334)],[1],[0],[0],[1.3000329999995301],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
28,0,28,[np.float64(0.275)],[np.float64(-0.058333333333333334)],[1],[0],[0],[1.1285676000043168],['Target'],28,0,28,0,44.31232829999499,,10,44.285608799997135,44.31232829999499,44.31232829999499,0.021400900004664436,45.41433309999411,[np.float64(0.275)],[np.float64(-0.058333333333333334)],[1],[0],[0],[1.1285676000043168],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
29,0,29,[np.float64(-0.2875)],[np.float64(-0.11527777777777778)],[1],[0],[0],[1.576657300000079],['Target'],29,0,29,0,45.44479579999461,,5,45.4261336999989,45.44479579999461,45.44479579999461,0.011689300001307856,47.002995299997565,[np.float64(-0.2875)],[np.float64(-0.11527777777777778)],[1],[0],[0],[1.576657300000079],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
30,0,30,[np.float64(0.1)],[np.float64(-0.25416666666666665)],[1],[0],[0],[1.57511710000108],['Target'],30,0,30,0,47.0626118999935,,10,47.03793539999606,47.0626118999935,47.0626118999935,0.03479910000169184,48.613262699996994,[np.float64(0.1)],[np.float64(-0.25416666666666665)],[1],[0],[0],[1.57511710000108],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
31,0,31,[np.float64(-0.44166666666666665)],[np.float64(-0.46111111111111114)],[1],[0],[0],[1.60639089999313],['Target'],31,0,31,0,48.643809299996065,,5,48.623424599994905,48.643809299996065,48.643809299996065,0.010051099998236168,50.2299750999955,[np.float64(-0.44166666666666665)],[np.float64(-0.46111111111111114)],[1],[0],[0],[1.60639089999313],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
32,0,32,[np.float64(0.17083333333333334)],[np.float64(0.18611111111111112)],[1],[0],[0],[1.437850200003595],['Target'],32,0,32,0,50.26070489999984,,5,50.24208579999686,50.26070489999984,50.26070489999984,0.012021600006846711,51.68008989999362,[np.float64(0.17083333333333334)],[np.float64(0.18611111111111112)],[1],[0],[0],[1.437850200003595],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
33,0,33,[np.float64(0.14027777777777778)],[np.float64(-0.4027777777777778)],[1],[0],[0],[1.4032070000030217],['Target'],33,0,33,0,51.72842680000031,,10,51.70977329999732,51.72842680000031,51.72842680000031,0.029598400004033465,53.113155299994105,[np.float64(0.14027777777777778)],[np.float64(-0.4027777777777778)],[1],[0],[0],[1.4032070000030217],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
34,0,34,"[np.float64(0.37916666666666665), np.float64(0.3958333333333333)]","[np.float64(0.058333333333333334), np.float64(0.07222222222222222)]","[1, 1]","[0, 0]","[0, 0]","[1.3564270999995642, 2.273408000000927]","[None, 'Target']",34,0,34,0,53.14374339999631,,5,53.12252779999835,53.14374339999631,53.14374339999631,0.009274900003219955,55.39610979999998,"[np.float64(0.37916666666666665), np.float64(0.3958333333333333)]","[np.float64(0.058333333333333334), np.float64(0.07222222222222222)]","[1, 1]","[0, 0]","[0, 0]","[1.3564270999995642, 2.273408000000927]","[None, 'Target']",FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
35,0,35,[np.float64(-0.11527777777777778)],[np.float64(0.41388888888888886)],[1],[0],[0],[2.6565449999980046],['Target'],35,0,35,0,55.444108899995626,,10,55.423617899999954,55.444108899995626,55.444108899995626,0.027374500001315027,58.08037250000052,[np.float64(-0.11527777777777778)],[np.float64(0.41388888888888886)],[1],[0],[0],[2.6565449999980046],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
36,0,36,[np.float64(0.06527777777777778)],[np.float64(-0.2152777777777778)],[1],[0],[0],[1.7888310000053025],['Target'],36,0,36,0,58.12736639999639,,10,58.108566700000665,58.12736639999639,58.12736639999639,0.028021699996315874,59.89755270000023,[np.float64(0.06527777777777778)],[np.float64(-0.2152777777777778)],[1],[0],[0],[1.7888310000053025],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
37,0,37,[np.float64(0.23472222222222222)],[np.float64(0.20416666666666666)],[1],[0],[0],[1.6632523000007495],['Target'],37,0,37,0,59.93028629999753,,10,59.915220999995654,59.93028629999753,59.93028629999753,0.017561300002853386,61.578687599998375,[np.float64(0.23472222222222222)],[np.float64(0.20416666666666666)],[1],[0],[0],[1.6632523000007495],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
38,0,38,[np.float64(0.4444444444444444)],[np.float64(-0.10555555555555556)],[1],[0],[0],[1.412163300003158],['Target'],38,0,38,0,61.60915969999769,,10,61.598566599997866,61.60915969999769,61.60915969999769,0.01963619999878574,63.01086299999588,[np.float64(0.4444444444444444)],[np.float64(-0.10555555555555556)],[1],[0],[0],[1.412163300003158],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
39,0,39,[np.float64(-0.034722222222222224)],[np.float64(0.0875)],[1],[0],[0],[1.5504375000018626],['Target'],39,0,39,0,63.04289389999758,,10,63.027620599998045,63.04289389999758,63.04289389999758,0.01665849999699276,64.57820150000043,[np.float64(-0.034722222222222224)],[np.float64(0.0875)],[1],[0],[0],[1.5504375000018626],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
40,0,40,[np.float64(0.044444444444444446)],[np.float64(0.31805555555555554)],[1],[0],[0],[1.3165578000043752],['Target'],40,0,40,0,64.60931019999407,,10,64.5953251999963,64.60931019999407,64.60931019999407,0.017025499997544102,65.912024499994,[np.float64(0.044444444444444446)],[np.float64(0.31805555555555554)],[1],[0],[0],[1.3165578000043752],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
41,0,41,"[np.float64(0.4583333333333333), np.float64(0.4722222222222222)]","[np.float64(-0.0875), np.float64(-0.10277777777777777)]","[1, 1]","[0, 0]","[0, 0]","[1.2477574999938952, 1.946790099995269]","[None, 'Target']",41,0,41,0,65.94248259999586,,10,65.93087739999464,65.94248259999586,65.94248259999586,0.018752400006633252,67.87781179999729,"[np.float64(0.4583333333333333), np.float64(0.4722222222222222)]","[np.float64(-0.0875), np.float64(-0.10277777777777777)]","[1, 1]","[0, 0]","[0, 0]","[1.2477574999938952, 1.946790099995269]","[None, 'Target']",FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
42,0,42,[np.float64(0.18055555555555555)],[np.float64(0.20694444444444443)],[1],[0],[0],[1.239497399998072],['Target'],42,0,42,0,67.90913429999637,,5,67.88789249999536,67.90913429999637,67.90913429999637,0.009954500004823785,69.12752489999548,[np.float64(0.18055555555555555)],[np.float64(0.20694444444444443)],[1],[0],[0],[1.239497399998072],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
43,0,43,[np.float64(-0.2833333333333333)],[np.float64(0.020833333333333332)],[1],[0],[0],[1.3242211000033421],['Target'],43,0,43,0,69.15838899999653,,5,69.13705789999949,69.15838899999653,69.15838899999653,0.009448400000110269,70.4614134999938,[np.float64(-0.2833333333333333)],[np.float64(0.020833333333333332)],[1],[0],[0],[1.3242211000033421],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
44,0,44,"[np.float64(-0.3486111111111111), np.float64(-0.3638888888888889)]","[np.float64(0.05694444444444444), np.float64(0.03333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.22230529999797, 1.9874428999974043]","[None, 'Target']",44,0,44,0,70.49206050000066,,5,70.47287539999525,70.49206050000066,70.49206050000066,0.011403399999835528,72.46055159999378,"[np.float64(-0.3486111111111111), np.float64(-0.3638888888888889)]","[np.float64(0.05694444444444444), np.float64(0.03333333333333333)]","[1, 1]","[0, 0]","[0, 0]","[1.22230529999797, 1.9874428999974043]","[None, 'Target']",FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
45,0,45,[np.float64(0.21805555555555556)],[np.float64(-0.33611111111111114)],[1],[0],[0],[1.4754910999981803],['Target'],45,0,45,0,72.50959209999564,,10,72.48540599999978,72.50959209999564,72.50959209999564,0.024622400000225753,73.96106099999452,[np.float64(0.21805555555555556)],[np.float64(-0.33611111111111114)],[1],[0],[0],[1.4754910999981803],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
46,0,46,[np.float64(0.22083333333333333)],[np.float64(-0.07916666666666666)],[1],[0],[0],[1.644389900000533],['Target'],46,0,46,0,74.00943079999706,,10,73.98275759999524,74.00943079999706,74.00943079999706,0.021568700001807883,75.6273297000007,[np.float64(0.22083333333333333)],[np.float64(-0.07916666666666666)],[1],[0],[0],[1.644389900000533],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
47,0,47,[np.float64(-0.19305555555555556)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.4033657000036328],['Target'],47,0,47,0,75.65795509999589,,5,75.64081989999977,75.65795509999589,75.65795509999589,0.013335299998288974,77.04435249999369,[np.float64(-0.19305555555555556)],[np.float64(0.15833333333333333)],[1],[0],[0],[1.4033657000036328],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
48,0,48,"[np.float64(0.18194444444444444), np.float64(0.18472222222222223)]","[np.float64(-0.175), np.float64(-0.17916666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.4575138000000152, 2.34119759999885]","[None, 'Target']",48,0,48,0,77.09241320000001,,10,77.06907130000036,77.09241320000001,77.09241320000001,0.02464479999616742,79.41051319999679,"[np.float64(0.18194444444444444), np.float64(0.18472222222222223)]","[np.float64(-0.175), np.float64(-0.17916666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.4575138000000152, 2.34119759999885]","[None, 'Target']",FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
49,0,49,[np.float64(0.175)],[np.float64(-0.23055555555555557)],[1],[0],[0],[1.8403309999994235],['Target'],49,0,49,0,79.44267989999935,,5,79.42025739999372,79.44267989999935,79.44267989999935,0.009626400002161972,81.2607699999935,[np.float64(0.175)],[np.float64(-0.23055555555555557)],[1],[0],[0],[1.8403309999994235],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
50,0,50,"[np.float64(0.175), np.float64(-0.1527777777777778), np.float64(-0.14166666666666666)]","[np.float64(-0.23055555555555557), np.float64(-0.48333333333333334), np.float64(-0.4736111111111111)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.2519707000028575, 1.5191871999995783, 2.419167899999593]","[None, None, 'Target']",50,0,50,0,81.29090729999734,,5,81.27394229999481,81.29090729999734,81.29090729999734,0.013032499999098945,83.69325329999992,"[np.float64(0.175), np.float64(-0.1527777777777778), np.float64(-0.14166666666666666)]","[np.float64(-0.23055555555555557), np.float64(-0.48333333333333334), np.float64(-0.4736111111111111)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.2519707000028575, 1.5191871999995783, 2.419167899999593]","[None, None, 'Target']",FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
51,0,51,[np.float64(-0.059722222222222225)],[np.float64(0.22916666666666666)],[1],[0],[0],[1.456413200001407],['Target'],51,0,51,0,83.7239969000002,,5,83.70311269999365,83.7239969000002,83.7239969000002,0.009751699995831586,85.15965149999829,[np.float64(-0.059722222222222225)],[np.float64(0.22916666666666666)],[1],[0],[0],[1.456413200001407],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
52,0,52,"[np.float64(-0.4152777777777778), np.float64(-0.4375)]","[np.float64(-0.21944444444444444), np.float64(-0.20277777777777778)]","[1, 1]","[0, 0]","[0, 0]","[1.240939499999513, 2.2588008000020636]","[None, 'Target']",52,0,52,0,85.1908226999949,,5,85.16819369999575,85.1908226999949,85.1908226999949,0.008460199998808093,87.42712839999876,"[np.float64(-0.4152777777777778), np.float64(-0.4375)]","[np.float64(-0.21944444444444444), np.float64(-0.20277777777777778)]","[1, 1]","[0, 0]","[0, 0]","[1.240939499999513, 2.2588008000020636]","[None, 'Target']",FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
53,0,53,[np.float64(0.16111111111111112)],[np.float64(-0.45694444444444443)],[1],[0],[0],[1.4383664000051795],['Target'],53,0,53,0,87.45773879999615,,5,87.43803759999719,87.45773879999615,87.45773879999615,0.010835599998245016,88.87659649999841,[np.float64(0.16111111111111112)],[np.float64(-0.45694444444444443)],[1],[0],[0],[1.4383664000051795],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
54,0,54,[np.float64(-0.3416666666666667)],[np.float64(0.4166666666666667)],[1],[0],[0],[1.8073863000026904],['Target'],54,0,54,0,88.90669239999988,,5,88.88478249999753,88.90669239999988,88.90669239999988,0.008107100002234802,90.69230360000074,[np.float64(-0.3416666666666667)],[np.float64(0.4166666666666667)],[1],[0],[0],[1.8073863000026904],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
55,0,55,[np.float64(0.11388888888888889)],[np.float64(0.25277777777777777)],[1],[0],[0],[1.589214700004959],['Target'],55,0,55,0,90.72313269999722,,5,90.70229689999542,90.72313269999722,90.72313269999722,0.009899600001517683,92.29165629999625,[np.float64(0.11388888888888889)],[np.float64(0.25277777777777777)],[1],[0],[0],[1.589214700004959],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
56,0,56,[np.float64(-0.2777777777777778)],[np.float64(0.044444444444444446)],[1],[0],[0],[1.740044600002875],['Target'],56,0,56,0,92.3231622999956,,5,92.30160289999912,92.3231622999956,92.3231622999956,0.009872299997368827,94.04180359999737,[np.float64(-0.2777777777777778)],[np.float64(0.044444444444444446)],[1],[0],[0],[1.740044600002875],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
57,0,57,[np.float64(0.4388888888888889)],[np.float64(0.4513888888888889)],[1],[0],[0],[1.5925000999995973],['Target'],57,0,57,0,94.07268499999918,,5,94.05029379999905,94.07268499999918,94.07268499999918,0.008399199999985285,95.64302920000046,[np.float64(0.4388888888888889)],[np.float64(0.4513888888888889)],[1],[0],[0],[1.5925000999995973],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
58,0,58,[np.float64(0.3541666666666667)],[np.float64(-0.3875)],[1],[0],[0],[2.050402799999574],['Target'],58,0,58,0,95.69003749999683,,10,95.67457969999668,95.69003749999683,95.69003749999683,0.03136380000069039,97.7251346999983,[np.float64(0.3541666666666667)],[np.float64(-0.3875)],[1],[0],[0],[2.050402799999574],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
59,0,59,[np.float64(-0.325)],[np.float64(-0.25833333333333336)],[1],[0],[0],[1.274967800003651],['Target'],59,0,59,0,97.7559731999936,,5,97.73337299999548,97.7559731999936,97.7559731999936,0.00813919999927748,99.00847639999847,[np.float64(-0.325)],[np.float64(-0.25833333333333336)],[1],[0],[0],[1.274967800003651],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
60,0,60,[np.float64(-0.45555555555555555)],[np.float64(-0.20277777777777778)],[1],[0],[0],[1.4122784999999567],['Target'],60,0,60,0,99.05695829999604,,10,99.02976329999365,99.05695829999604,99.05695829999604,0.0212186000062502,100.44225489999371,[np.float64(-0.45555555555555555)],[np.float64(-0.20277777777777778)],[1],[0],[0],[1.4122784999999567],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
61,0,61,[np.float64(-0.20277777777777778)],[np.float64(-0.3763888888888889)],[1],[0],[0],[1.5756065000023227],['Target'],61,0,61,0,100.48993619999965,,10,100.46582219999982,100.48993619999965,100.48993619999965,0.02339390000270214,102.04159570000047,[np.float64(-0.20277777777777778)],[np.float64(-0.3763888888888889)],[1],[0],[0],[1.5756065000023227],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
62,0,62,[np.float64(0.2375)],[np.float64(-0.21666666666666667)],[1],[0],[0],[2.440709299997252],['Target'],62,0,62,0,102.09005559999787,,10,102.06688209999993,102.09005559999787,102.09005559999787,0.025184299993270542,104.50777379999636,[np.float64(0.2375)],[np.float64(-0.21666666666666667)],[1],[0],[0],[2.440709299997252],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
63,0,63,[np.float64(0.2972222222222222)],[np.float64(0.3111111111111111)],[1],[0],[0],[2.002999500000442],['Target'],63,0,63,0,104.55728029999591,,10,104.53815469999972,104.55728029999591,104.55728029999591,0.03026310000132071,106.54134139999951,[np.float64(0.2972222222222222)],[np.float64(0.3111111111111111)],[1],[0],[0],[2.002999500000442],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
64,0,64,[np.float64(-0.29583333333333334)],[np.float64(0.38333333333333336)],[1],[0],[0],[3.673003799995058],['Target'],64,0,64,0,106.57219439999608,,5,106.5518191999945,106.57219439999608,106.57219439999608,0.010365599999204278,110.22498899999482,[np.float64(-0.29583333333333334)],[np.float64(0.38333333333333336)],[1],[0],[0],[3.673003799995058],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
65,0,65,[np.float64(0.0875)],[np.float64(0.3638888888888889)],[1],[0],[0],[1.204682600000524],['Target'],65,0,65,0,110.25462219999463,,5,110.23584629999823,110.25462219999463,110.25462219999463,0.010780000004160684,111.4407171999992,[np.float64(0.0875)],[np.float64(0.3638888888888889)],[1],[0],[0],[1.204682600000524],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
66,0,66,[np.float64(0.0875)],[np.float64(0.45416666666666666)],[1],[0],[0],[1.3720481999989715],['Target'],66,0,66,0,111.47162409999873,,5,111.45182879999629,111.47162409999873,111.47162409999873,0.011022200000297744,112.82405009999638,[np.float64(0.0875)],[np.float64(0.45416666666666666)],[1],[0],[0],[1.3720481999989715],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
67,0,67,[np.float64(0.26666666666666666)],[np.float64(0.2222222222222222)],[1],[0],[0],[1.2040870999990148],['Target'],67,0,67,0,112.85472339999978,,5,112.83614329999546,112.85472339999978,112.85472339999978,0.012006700002530124,114.04038429999491,[np.float64(0.26666666666666666)],[np.float64(0.2222222222222222)],[1],[0],[0],[1.2040870999990148],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
68,0,68,[np.float64(-0.14583333333333334)],[np.float64(-0.3875)],[1],[0],[0],[1.8542892999976175],['Target'],68,0,68,0,114.07150239999464,,5,114.05292779999581,114.07150239999464,114.07150239999464,0.012455699994461611,115.9074271999998,[np.float64(-0.14583333333333334)],[np.float64(-0.3875)],[1],[0],[0],[1.8542892999976175],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
69,0,69,[np.float64(0.30416666666666664)],[np.float64(0.42777777777777776)],[1],[0],[0],[2.123461600000155],['Target'],69,0,69,0,115.95519399999466,,10,115.9324867999967,115.95519399999466,115.95519399999466,0.024815600001602434,118.05612119999569,[np.float64(0.30416666666666664)],[np.float64(0.42777777777777776)],[1],[0],[0],[2.123461600000155],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
70,0,70,[np.float64(0.43333333333333335)],[np.float64(-0.37916666666666665)],[1],[0],[0],[1.5824155000009341],['Target'],70,0,70,0,118.1234009999971,,10,118.09143249999761,118.1234009999971,118.1234009999971,0.035175500001059845,119.67411859999993,[np.float64(0.43333333333333335)],[np.float64(-0.37916666666666665)],[1],[0],[0],[1.5824155000009341],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
71,0,71,[np.float64(0.11944444444444445)],[np.float64(-0.35694444444444445)],[1],[0],[0],[1.4655270999937784],['Target'],71,0,71,0,119.70423499999742,,5,119.69025149999652,119.70423499999742,119.70423499999742,0.01593929999944521,121.15596129999903,[np.float64(0.11944444444444445)],[np.float64(-0.35694444444444445)],[1],[0],[0],[1.4655270999937784],['Target'],FOUR,001,2025-10-03_09h01.26.447,Visual Search Experiment,,2025.1.1,59.53794978701923,2025-10-03 09h01.55.857312 +0530,
