delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.4,1000.0,exp,10,10,0,space,0.2620253000022785,None,,1,[0.30115160000059404],[0.30116040000211797],0,10,10,7,25.989698100001988,,25.97378480000043,25.989698100001988,26.98687820000123,26.98687820000123,27.00420959999974,27.254568200001813,space,0.2620253000022785,None,27.255142900001374,27.656270966668913,27.98565719999897,27.955186700000922,27.9555818000008,27.98565719999897,27.98565719999897,27.98565719999897,28.287112400001206,,1,[0.30115160000059404],[0.30116040000211797],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,11,11,0,space,0.06618449999950826,None,,1,[0.5344183000015619],[0.5344312000015634],0,11,11,3,28.303824700000405,,28.287356799999543,28.303824700000405,29.289702599999146,29.289702599999146,29.303271500000847,29.370718000001943,space,0.06618449999950826,None,29.371655300001294,29.470712366666945,29.803040499999042,29.77199330000076,29.772550699999556,29.803040499999042,29.803040499999042,29.803040499999042,30.337854000001244,,1,[0.5344183000015619],[0.5344312000015634],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,400.0,unexp,12,0,1,space,0.2589847999988706,None,,1,[0.31646140000157175],[0.3164711999997962],1,0,12,1,30.35405560000072,,30.338137599999754,30.35405560000072,31.352977599999576,31.352977599999576,31.36948019999909,31.62059070000032,space,0.2589847999988706,None,31.621543100001873,32.019719466669144,32.335723700001836,32.317407400001684,32.31792689999929,32.335723700001836,32.335723700001836,32.335723700001836,32.652513900000486,,1,[0.31646140000157175],[0.3164711999997962],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,13,1,1,space,0.03456010000081733,None,,1,[0.2692053999999189],[0.26922019999983604],1,1,13,10,32.66984109999976,,32.65280350000103,32.66984109999976,33.655409099999815,33.655409099999815,33.67195139999967,33.70598040000186,space,0.03456010000081733,None,33.70677070000238,34.11957516666759,34.4348127000012,34.41771900000094,34.418117500001244,34.4348127000012,34.4348127000012,34.4348127000012,34.704505900001095,,1,[0.2692053999999189],[0.26922019999983604],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,14,2,1,space,0.5053267000002961,None,,1,[0.2825153000012506],[0.2825240999991365],1,2,14,4,34.720235100001446,,34.704781500000536,34.720235100001446,35.71899069999927,35.71899069999927,35.7360007999996,36.23632010000074,space,0.5053267000002961,None,36.2368948000003,36.63611016666643,36.954313099999126,36.93084590000217,36.93138050000198,36.954313099999126,36.954313099999126,36.954313099999126,37.23720410000169,,1,[0.2825153000012506],[0.2825240999991365],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,1000.0,exp,15,3,1,space,0.2273642000000109,None,,1,[0.11784979999720235],[0.11785880000024918],1,3,15,11,37.25715470000068,,37.23749790000147,37.25715470000068,38.23605160000079,38.23605160000079,38.269521900001564,38.46998299999905,space,0.2273642000000109,None,38.47067230000175,39.185804466666255,39.501793100000214,39.48297720000119,39.48348950000218,39.501793100000214,39.501793100000214,39.501793100000214,39.61994340000092,,1,[0.11784979999720235],[0.11785880000024918],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,1000.0,exp,16,4,1,space,0.14328679999744054,None,,1,[0.1350477999985742],[0.13506520000009914],1,4,16,8,39.63539590000073,,39.620185100000526,39.63539590000073,40.63572009999916,40.63572009999916,40.63572009999916,40.78675850000218,space,0.14328679999744054,None,40.78735080000115,41.50234076666699,41.834226499999204,41.80371290000039,41.80445619999955,41.834226499999204,41.834226499999204,41.834226499999204,41.96978930000114,,1,[0.1350477999985742],[0.13506520000009914],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,17,5,1,space,0.1223757999978261,None, ,1,[2.217525199997908],[2.2175333999985014],1,5,17,3,41.98569910000151,,41.970071600000665,41.98569910000151,42.98593070000061,42.98593070000061,42.98593070000061,43.11938460000238,space,0.1223757999978261,None,43.12009500000204,43.21872946666578,43.53388520000226,43.51027140000224,43.510788700001285,43.53388520000226,43.53388520000226,43.53388520000226,45.75171279999995, ,1,[2.217525199997908],[2.2175333999985014],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,400.0,unexp,18,6,1,space,0.013147800000297138,None,,1,[0.03376189999835333],[0.03377149999869289],1,6,18,2,45.76788040000247,,45.75197340000159,45.76788040000247,46.75130920000083,46.75130920000083,46.76820829999997,46.768858100000216,space,0.013147800000297138,None,46.76949690000038,47.47401396666852,47.80083510000259,47.77958829999989,47.78010020000147,47.80083510000259,47.80083510000259,47.80083510000259,47.83490370000072,,1,[0.03376189999835333],[0.03377149999869289],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,19,7,1,space,0.030017900000530062,None,,1,[0.7164043000011588],[0.716419100001076],1,7,19,6,47.851292999999714,,47.83514540000033,47.851292999999714,48.83516040000177,48.83516040000177,48.85203520000141,48.86936380000043,space,0.030017900000530062,None,48.870102799999586,48.98532496666691,49.301756799999566,49.28390180000133,49.28448760000174,49.301756799999566,49.301756799999566,49.301756799999566,50.01880280000114,,1,[0.7164043000011588],[0.716419100001076],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,1000.0,exp,20,8,1,space,0.058811499999137595,None,,1,[0.36745909999808646],[0.36746879999918747],1,8,20,5,50.0342911000007,,50.019113400001515,50.0342911000007,51.02046229999905,51.02046229999905,51.03734869999971,51.087309300000925,space,0.058811499999137595,None,51.08803170000101,51.80078796666591,52.116945400000986,52.09882199999993,52.09919430000082,52.116945400000986,52.116945400000986,52.116945400000986,52.48474750000241,,1,[0.36745909999808646],[0.36746879999918747],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,400.0,unexp,21,9,1,space,0.02657270000054268,None,,1,[0.5033700999993016],[0.5033818000010797],1,9,21,0,52.501868499999546,,52.484995400001935,52.501868499999546,53.48445990000255,53.48445990000255,53.50051499999972,53.51795850000053,space,0.02657270000054268,None,53.51852030000009,53.617571666665995,53.932936600001995,53.91294140000173,53.91351450000002,53.932936600001995,53.932936600001995,53.932936600001995,54.43668830000024,,1,[0.5033700999993016],[0.5033818000010797],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,22,10,1,space,0.0752783999996609,None,,1,[0.3166234999989683],[0.3166334999987157],1,10,22,7,54.45083710000108,,54.436950700001034,54.45083710000108,55.45028420000017,55.45028420000017,55.45028420000017,55.534310499999265,space,0.0752783999996609,None,55.534884700002294,55.93455446666873,56.26728350000121,56.23719379999966,56.237627900001826,56.26728350000121,56.26728350000121,56.26728350000121,56.58423440000115,,1,[0.3166234999989683],[0.3166334999987157],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,23,11,1,space,0.14213369999924907,None,,1,[0.48527800000010757],[0.4852868000016315],1,11,23,9,56.600995600001625,,56.58449330000076,56.600995600001625,57.58484440000029,57.58484440000029,57.60118689999945,57.73399269999936,space,0.14213369999924907,None,57.734595800000534,57.83497916666626,58.16584309999962,58.13827569999921,58.1386679999996,58.16584309999962,58.16584309999962,58.16584309999962,58.65143840000019,,1,[0.48527800000010757],[0.4852868000016315],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,1000.0,exp,24,0,2,space,0.5509428000004846,None,,1,[0.067312099999981],[0.06732069999998203],2,0,24,5,58.66739880000023,,58.651681900002586,58.66739880000023,59.66701960000137,59.66701960000137,59.66701960000137,60.220474800000375,space,0.5509428000004846,None,60.22148279999965,60.933325766666044,61.24996699999974,61.231034200001886,61.2314652999994,61.24996699999974,61.24996699999974,61.24996699999974,61.317578300000605,,1,[0.067312099999981],[0.06732069999998203],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,400.0,unexp,25,1,2,space,0.21964749999824562,None,,1,[0.08283980000123847],[0.08285560000149417],2,1,25,2,61.33282940000208,,61.3178740000003,61.33282940000208,62.317794099999446,62.317794099999446,62.33308060000127,62.55181129999983,space,0.21964749999824562,None,62.55259010000009,63.2519054666666,63.58282870000039,63.55348790000062,63.55389060000016,63.58282870000039,63.58282870000039,63.58282870000039,63.66620089999924,,1,[0.08283980000123847],[0.08285560000149417],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,26,2,2,space,0.23687629999767523,None,,1,[0.5339275000005728],[0.5339368999993894],2,2,26,6,63.68329960000119,,63.666550100002496,63.68329960000119,64.66721099999995,64.66721099999995,64.68265800000154,64.91646930000206,space,0.23687629999767523,None,64.9170503000023,65.01699946666874,65.33242270000119,65.31351490000088,65.31415190000189,65.33242270000119,65.33242270000119,65.33242270000119,65.86666239999977,,1,[0.5339275000005728],[0.5339368999993894],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,27,3,2,space,0.058589000000210945,None,,1,[0.23318920000019716],[0.23319869999977527],2,3,27,7,65.8833388000021,,65.86691770000107,65.8833388000021,66.86601660000088,66.86601660000088,66.88305260000197,66.93373490000158,space,0.058589000000210945,None,66.93454639999982,67.33347356666879,67.64983750000101,67.63024850000147,67.63064730000042,67.64983750000101,67.64983750000101,67.64983750000101,67.88333219999913,,1,[0.23318920000019716],[0.23319869999977527],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,28,4,2,space,0.007047600000078091,None,,1,[0.21656369999982417],[0.21658229999957257],2,4,28,4,67.89980320000177,,67.88365550000162,67.89980320000177,68.88350519999949,68.88350519999949,68.89987100000144,68.90047250000134,space,0.007047600000078091,None,68.90134279999984,69.30084516666854,69.63361850000001,69.60787730000084,69.60842559999946,69.63361850000001,69.63361850000001,69.63361850000001,69.85072170000058,,1,[0.21656369999982417],[0.21658229999957257],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,29,5,2,space,0.4318658000011055,None,,1,[0.21672269999908167],[0.21673119999832124],2,5,29,10,69.86617910000132,,69.85097870000027,69.86617910000132,70.84917770000175,70.84917770000175,70.86573860000135,71.28265590000228,space,0.4318658000011055,None,71.28322409999964,71.68337956666825,72.01595599999928,71.98488999999972,71.98538190000181,72.01595599999928,72.01595599999928,72.01595599999928,72.23301510000238,,1,[0.21672269999908167],[0.21673119999832124],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,30,6,2,space,0.02882310000131838,None,,1,[0.9835810999975365],[0.9836007999983849],2,6,30,9,72.24957550000181,,72.23326559999987,72.24957550000181,73.23233860000255,73.23233860000255,73.24893900000097,73.2662945000011,space,0.02882310000131838,None,73.26695060000202,73.36586106666824,73.68126050000137,73.66550510000161,73.66597620000175,73.68126050000137,73.68126050000137,73.68126050000137,74.66540090000126,,1,[0.9835810999975365],[0.9836007999983849],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,31,7,2,space,0.37814829999842914,None,,1,[0.7326904000001377],[0.7326987000014924],2,7,31,3,74.68211159999919,,74.66580130000148,74.68211159999919,75.66548039999907,75.66548039999907,75.68208439999944,76.04941490000056,space,0.37814829999842914,None,76.0502000000015,76.14925666666774,76.46500360000209,76.44574579999971,76.44661970000016,76.46500360000209,76.46500360000209,76.46500360000209,77.19802870000058,,1,[0.7326904000001377],[0.7326987000014924],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,1000.0,exp,32,8,2,space,0.0842142999972566,None,,1,[0.1166668000005302],[0.11667759999909322],2,8,32,8,77.21664040000178,,77.19829110000137,77.21664040000178,78.20284000000174,78.20284000000174,78.21871699999974,78.30194889999984,space,0.0842142999972566,None,78.30278410000028,79.01570236666909,79.33177480000086,79.31088699999964,79.31157990000065,79.33177480000086,79.33177480000086,79.33177480000086,79.44886179999958,,1,[0.1166668000005302],[0.11667759999909322],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,400.0,unexp,33,9,2,space,0.19692570000188425,None,,1,[0.46683350000239443],[0.4668483000023116],2,9,33,0,79.46733949999907,,79.44912280000062,79.46733949999907,80.44873510000252,80.44873510000252,80.48277690000032,80.64978809999957,space,0.19692570000188425,None,80.65037980000125,80.75014456666783,81.0807934000004,81.05083510000259,81.0513092000001,81.0807934000004,81.0807934000004,81.0807934000004,81.54809670000031,,1,[0.46683350000239443],[0.4668483000023116],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,1000.0,exp,34,10,2,space,0.45110659999772906,None,,1,[0.12101350000011735],[0.12102020000020275],2,10,34,11,81.56551020000188,,81.54851340000096,81.56551020000188,82.54835280000043,82.54835280000043,82.56476069999917,83.01579760000095,space,0.45110659999772906,None,83.01646610000171,83.71628596666802,84.04661040000065,84.01899350000167,84.01934289999917,84.04661040000065,84.04661040000065,84.04661040000065,84.16787530000147,,1,[0.12101350000011735],[0.12102020000020275],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,400.0,unexp,35,11,2,space,0.059275899999192916,None,,1,[0.3173580000002403],[0.3173650999997335],2,11,35,1,84.18119959999967,,84.16806910000014,84.18119959999967,85.18204740000147,85.18204740000147,85.18204740000147,85.24827970000115,space,0.059275899999192916,None,85.24899170000208,85.64807696666709,85.96367570000075,85.94447690000015,85.94501170000149,85.96367570000075,85.96367570000075,85.96367570000075,86.28129660000195,,1,[0.3173580000002403],[0.3173650999997335],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,36,0,3,space,0.04572820000248612,None,,1,[0.36763329999666894],[0.3676419999974314],3,0,36,9,86.29746800000066,,86.2815214000002,86.29746800000066,87.28450789999988,87.28450789999988,87.30050449999908,87.33432069999981,space,0.04572820000248612,None,87.33495290000064,87.45013836666864,87.78065040000001,87.75035850000131,87.75072260000161,87.78065040000001,87.78065040000001,87.78065040000001,88.14863960000002,,1,[0.36763329999666894],[0.3676419999974314],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,400.0,unexp,37,1,3,space,0.47713499999736086,None,,1,[0.3353672999983246],[0.33537449999857927],3,1,37,1,88.16398069999923,,88.14885829999912,88.16398069999923,89.1491059,89.1491059,89.16497349999918,89.63235830000121,space,0.47713499999736086,None,89.63319570000021,90.04990036666665,90.38143430000127,90.3519727999992,90.3524419000023,90.38143430000127,90.38143430000127,90.38143430000127,90.7170886999993,,1,[0.3353672999983246],[0.33537449999857927],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,38,2,3,space,0.17086839999683434,None,,1,[0.41779179999866756],[0.41781319999790867],3,2,38,6,90.7332501000019,,90.7173158000005,90.7332501000019,91.73601029999918,91.73601029999918,91.73601029999918,91.9173449000009,space,0.17086839999683434,None,91.91797399999996,92.01660756666776,92.33039859999917,92.31626700000197,92.31658040000184,92.33039859999917,92.33039859999917,92.33039859999917,92.74859239999932,,1,[0.41779179999866756],[0.41781319999790867],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.1,1000.0,exp,39,3,3,space,0.03959799999938696,None,,1,[0.967904200002522],[0.9679107000010845],3,3,39,3,92.76356719999967,,92.74881939999977,92.76356719999967,93.76315299999987,93.76315299999987,93.76315299999987,93.81392290000076,space,0.03959799999938696,None,93.81465469999966,93.91302796666811,94.22928510000202,94.21454699999958,94.21492109999963,94.22928510000202,94.22928510000202,94.22928510000202,95.19742110000152,,1,[0.967904200002522],[0.9679107000010845],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,40,4,3,space,0.01729659999909927,None,,1,[0.18468029999712599],[0.18469009999898844],3,4,40,4,95.21391600000061,,95.19761629999994,95.21391600000061,96.19803270000193,96.19803270000193,96.21452510000017,96.23143880000134,space,0.01729659999909927,None,96.23197140000048,96.63141816666781,96.94630469999902,96.93237670000235,96.93272939999952,96.94630469999902,96.94630469999902,96.94630469999902,97.13131350000185,,1,[0.18468029999712599],[0.18469009999898844],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,41,5,3,space,0.08760029999757535,None,,1,[0.2028303999977652],[0.20284329999776674],3,5,41,10,97.1464584000023,,97.13152769999942,97.1464584000023,98.13066180000169,98.13066180000169,98.1481230999998,98.23134460000074,space,0.08760029999757535,None,98.23217870000008,98.63136626666916,98.9458854000004,98.93111720000161,98.9314641000019,98.9458854000004,98.9458854000004,98.9458854000004,99.14917020000212,,1,[0.2028303999977652],[0.20284329999776674],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.7,1000.0,exp,42,6,3,space,0.12432289999924251,None,,1,[0.08408750000307919],[0.0840946000025724],3,6,42,11,99.16366740000012,,99.14941109999927,99.16366740000012,100.16297760000089,100.16297760000089,100.16297760000089,100.29626619999908,space,0.12432289999924251,None,100.29673739999998,100.9963929666667,101.31295709999904,101.29423440000028,101.29458929999964,101.31295709999904,101.31295709999904,101.31295709999904,101.39733180000258,,1,[0.08408750000307919],[0.0840946000025724],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
0.4,1000.0,exp,43,7,3,space,0.26641010000093956,None,,1,[0.28450320000047213],[0.2845157999981893],3,7,43,7,101.41237220000039,,101.39754240000184,101.41237220000039,102.39619590000075,102.39619590000075,102.412804399999,102.6649623000012,space,0.26641010000093956,None,102.66550930000085,103.07887756666629,103.39495660000102,103.37798340000154,103.37845079999897,103.39495660000102,103.39495660000102,103.39495660000102,103.67974440000035,,1,[0.28450320000047213],[0.2845157999981893],PARTICIPANT_,001,2025-11-13_18h12.28.392,Intentional Binding_exp,,2025.1.1,60.83320811735984,2025-11-13 18h12.48.323899 +0530,
